"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Grand Theft Auto Online";"0";;;;;;;;;;
"Grand Theft Auto Mission Pack #1: London, 1969";"0";;;;;;;;;;
"Grand Theft Auto IV: The Lost and Damned";"0";;;;;;;;;;
"Grand Theft Auto IV: The Complete Edition";"0";;;;;;;;;;
"Grand Theft Auto IV: The Ballad of Gay Tony";"0";;;;;;;;;;
"Grand Slam";"0";;;;;;;;;;
"Grand Prix Manager";"0";;;;;;;;;;
"Grand Prix Legends";"0";;;;;;;;;;
"Grand Prix II";"0";;;;;;;;;;
"Grand Prix 3";"0";;;;;;;;;;
"Grand Fantasia: Return to Wonderland";"0";;;;;;;;;;
"Grand Fantasia";"0";;;;;;;;;;
"Grand Chase: Season 3";"0";;;;;;;;;;
"Grand Chase: Rebirth";"0";;;;;;;;;;
"Grand Chase: Heroes";"0";;;;;;;;;;
"Grand Chase: Chaos";"0";;;;;;;;;;
"Grand Chase";"0";;;;;;;;;;
"Grand Ages: Rome - Gold Edition";"1";"Europa Universalis: Rome - Gold Edition ";;;;;;;;;
"GoWings Safari";"0";;;;;;;;;;
"Governor of Poker";"0";;;;;;;;;;
"Gourmania";"0";;;;;;;;;;
"Gotterdammerung RPG";"0";;;;;;;;;;
"Gothic Universe";"0";;;;;;;;;;
"Gothic II";"2";"Gothic 1";"Gothic® 3";;;;;;;;
"Gothic 3: Forsaken Gods";"0";;;;;;;;;;
"Gothic 3";"2";"Gothic® 3";"Gothic 1";;;;;;;;
"Gothic";"2";"Gothic 1";"Gothic® 3";;;;;;;;
"Gotham Gangsta";"0";;;;;;;;;;
"Gotham City Impostors";"1";"Gotham City Impostors Free to Play";;;;;;;;;
"Goshujin da Isuki";"0";;;;;;;;;;
"Gore: Ultimate Soldier";"0";;;;;;;;;;
"Gorasul: Legacy of the Dragon";"0";;;;;;;;;;
"Goosebumps: Attack of the Mutant";"0";;;;;;;;;;
"GOODGAME EMPIRE";"0";;;;;;;;;;
"Good Archer";"0";;;;;;;;;;
"Gooblins";"0";;;;;;;;;;
"Goo Saga: HD Edition";"0";;;;;;;;;;
"Golf Solitaire";"0";;;;;;;;;;
"Golf Resort Tycoon II";"0";;;;;;;;;;
"Golf Resort Tycoon";"0";;;;;;;;;;
"Golf Pro VR";"0";;;;;;;;;;
"Golf 1999";"0";;;;;;;;;;
"Golem Crusades";"0";;;;;;;;;;
"Golem";"0";;;;;;;;;;
"Golden Trails: The New Western Rush";"0";;;;;;;;;;
"Golden Nugget";"0";;;;;;;;;;
"Golden Gate";"0";;;;;;;;;;
"Golden Axe III";"0";;;;;;;;;;
"Golden Axe II";"0";;;;;;;;;;
"Golden Axe (Genesis)";"0";;;;;;;;;;
"Goldbeard";"0";;;;;;;;;;
"Gold Rush!";"0";;;;;;;;;;
"Gold Miner Vegas with Gold Miner Special Edition";"0";;;;;;;;;;
"Gold Miner Joe";"0";;;;;;;;;;
"Gold and Glory: The Road to El Dorado";"0";;;;;;;;;;
"Going Up";"0";;;;;;;;;;
"GodsWar Online Version 2.0";"0";;;;;;;;;;
"Gods: Lands of Infinity";"0";;;;;;;;;;
"Gods vs. Humans";"1";"Gods vs Humans";;;;;;;;;
"Gods and Generals";"1";"Gods and Idols";;;;;;;;;
"Gods & Heroes: Rome Rising";"0";;;;;;;;;;
"God's One Day World";"1";"神明的一天世界(God's One Day World)";;;;;;;;;
"God Simulator";"2";"Train Simulator";"FERIT Simulator";;;;;;;;
"God Of Thunder (2014)";"0";;;;;;;;;;
"God Of Arrows VR";"0";;;;;;;;;;
"God Eater Resurrection";"1";"Savage Resurrection";;;;;;;;;
"Gochi-Show!";"0";;;;;;;;;;
"Goblin Harvest: The Mighty Quest";"0";;;;;;;;;;
"Goblin Garden";"0";;;;;;;;;;
"Goblin Defenders: Steel 'n' Wood";"1";"Goblin Defenders: Steel‘n’ Wood";;;;;;;;;
"Gobliiins Trilogy";"0";;;;;;;;;;
"Goblet of Maya";"0";;;;;;;;;;
"Gobernators";"0";;;;;;;;;;
"Goat Simulator: GoatZ";"0";;;;;;;;;;
"Goat Simulator: Goat MMO Simulator";"0";;;;;;;;;;
"goalunited PRO: football manager for experts";"1";"goalunited PRO – football manager for experts";;;;;;;;;
"Go-Go Gourmet 2: Chef of the Year";"0";;;;;;;;;;
"Go-Go Gourmet";"0";;;;;;;;;;
"Go, Diego, Go!: Safari Rescue";"0";;;;;;;;;;
"Go, Diego, Go!: Great Dinosaur Rescue";"0";;;;;;;;;;
"Go! Go! Nippon! 2015";"0";;;;;;;;;;
"Go Mission: Space Travel";"1";"Go Mission:® Space Travel";;;;;;;;;
"Go Diego Go!: Wolf Pup Rescue";"0";;;;;;;;;;
"Go Beryllium!";"0";;;;;;;;;;
"Gnomes Vs. Fairies";"0";;;;;;;;;;
"Gnomes Garden 3: The thief of castles";"0";;;;;;;;;;
"Gnomes & Goblins";"0";;;;;;;;;;
"Gnarltoof's Revenge";"0";;;;;;;;;;
"Glyphs Apprentice";"0";;;;;;;;;;
"Gluck Auf";"1";"Glück Auf";;;;;;;;;
"Glow Worm";"0";;;;;;;;;;
"Glory of the Roman Empire";"0";;;;;;;;;;
"Glory Kingdom";"1";"Cloudberry Kingdom™";;;;;;;;;
"Globicide: Earth is Dead";"0";;;;;;;;;;
"Global Soccer";"1";"LocoSoccer";;;;;;;;;
"Global Sandstorm";"0";;;;;;;;;;
"Global Operations";"0";;;;;;;;;;
"Global Domination";"0";;;;;;;;;;
"Global Conflicts: World Collection";"0";;;;;;;;;;
"Global Conflicts: Palestine";"0";;;;;;;;;;
"Global Conflicts: Latin America";"0";;;;;;;;;;
"Global Agenda";"0";;;;;;;;;;
"GLOB";"0";;;;;;;;;;
"Glitch (2012)";"0";;;;;;;;;;
"Glitch (2011)";"0";;;;;;;;;;
"Glider: Collect 'n Kill";"0";;;;;;;;;;
"GlaxIverse";"2";"GalaxIverse";"Creativerse";;;;;;;;
"Gladiators of Rome";"0";;;;;;;;;;
"Gladiator: Sword of Vengeance";"0";;;;;;;;;;
"Gladiator School";"0";;;;;;;;;;
"Girl With a Heart of";"0";;;;;;;;;;
"Ginger: Beyond the Crystal";"0";;;;;;;;;;
"Gimme Five";"0";;;;;;;;;;
"Gilbert Goodmate and the Mushroom of Phungoria";"0";;;;;;;;;;
"Gibo: Stepmother's Sin";"0";;;;;;;;;;
"Giants: Citizen Kabuto";"0";;;;;;;;;;
"Giana Sisters: Twisted Dreams - Director's Cut";"0";;;;;;;;;;
"GI Racing 2.0";"0";;;;;;;;;;
"Ghoulish Hijinks";"0";;;;;;;;;;
"GhostX Ultimate";"0";;;;;;;;;;
"GhostX";"0";;;;;;;;;;
"Ghostbusters: The Video Game";"0";;;;;;;;;;
"Ghostbusters: Sanctum of Slime - Challenge Pack";"0";;;;;;;;;;
"Ghostbusters: Sanctum of Slime";"0";;;;;;;;;;
"Ghostbusters";"2";"Ghostbusters™";"Ghost Master®";;;;;;;;
"Ghost Train VR";"0";;;;;;;;;;
"Ghost Pursuit VR";"0";;;;;;;;;;
"Ghost Master";"2";"Ghost Master®";"Ghostbusters™";;;;;;;;
"Ghost in the Sheet";"0";;;;;;;;;;
"Ghost Encounters: Deadwood";"0";;;;;;;;;;
"Ghost Cleaner";"0";;;;;;;;;;
"Ghost Blade HD";"0";;;;;;;;;;
"Gex: Enter the Gecko";"0";;;;;;;;;;
"Gettysburg: Civil War Battles";"0";;;;;;;;;;
"Getsuei Gakuen: kou";"0";;;;;;;;;;
"Get'em Gary";"0";;;;;;;;;;
"Get the Bunny";"0";;;;;;;;;;
"Get Medieval";"0";;;;;;;;;;
"Get in the Game! Kidz Sports Pack";"0";;;;;;;;;;
"German Railroads Volume 2";"0";;;;;;;;;;
"Geometry Wars 3: Dimensions Evolved";"1";"Geometry Wars™ 3: Dimensions Evolved";;;;;;;;;
"Geometry Wars 3: Dimensions";"1";"Geometry Wars™ 3: Dimensions Evolved";;;;;;;;;
"GEOM";"0";;;;;;;;;;
"Geology Business";"0";;;;;;;;;;
"Geolaria";"1";"Gnomoria";;;;;;;;;
"Geoff Crammond's Grand Prix 4";"0";;;;;;;;;;
"Geocore";"0";;;;;;;;;;
"Geo-Fall";"0";;;;;;;;;;
"Geo";"0";;;;;;;;;;
"Gentrieve 2";"0";;;;;;;;;;
"Gentlemen... Ricochet Mini!";"0";;;;;;;;;;
"Geniu$: The Tech Tycoon Game";"0";;;;;;;;;;
"Genesis Rising: The Universal Crusade";"0";;;;;;;;;;
"Genesis";"1";"XNemesis";;;;;;;;;
"Generic Heroes: Episode 1";"0";;;;;;;;;;
"General Election";"0";;;;;;;;;;
"Geneforge Saga";"1";"Geneforge 1";;;;;;;;;
"Geneforge";"1";"Geneforge 1";;;;;;;;;
"Gene Wars";"0";;;;;;;;;;
"Gene Troopers";"0";;;;;;;;;;
"Gene - run & jump platformer";"0";;;;;;;;;;
"Gender Wars";"1";"Godus Wars";;;;;;;;;
"GemWars";"0";;;;;;;;;;
"Gemsweeper";"0";;;;;;;;;;
"Gems Cubed";"0";;;;;;;;;;
"Gemini Lost";"1";"Gemini Lost™";;;;;;;;;
"GemCraft chapter two: Chasing Shadows";"1";"GemCraft - Chasing Shadows";;;;;;;;;
"Gem Shop";"0";;;;;;;;;;
"Gem Blaster";"0";;;;;;;;;;
"Gem Ball: Ancient Legends";"0";;;;;;;;;;
"Geeks 2: Geeks Unleashed";"0";;;;;;;;;;
"Geek Resort";"0";;;;;;;;;;
"Gebub's Adventure";"0";;;;;;;;;;
"Gears of War: Ultimate Edition for Windows 10";"0";;;;;;;;;;
"Gears of War 4";"1";"Days of War";;;;;;;;;
"Gears of War";"1";"Days of War";;;;;;;;;
"Gearhead Garage - The Virtual Mechanic";"0";;;;;;;;;;
"Geared";"0";;;;;;;;;;
"GEARCRACK Arena";"0";;;;;;;;;;
"Gear Jack";"0";;;;;;;;;;
"Gazzel's Quest";"0";;;;;;;;;;
"Gazzel Quest, The Five Magic Stones";"0";;;;;;;;;;
"Gazillionaire Deluxe";"0";;;;;;;;;;
"Gaze At Maze";"0";;;;;;;;;;
"Gaurodan";"0";;;;;;;;;;
"Gauntlet";"1";"GunFleet";;;;;;;;;
"Gates of Troy";"1";"Games of Glory";;;;;;;;;
"Gates of Andaron";"0";;;;;;;;;;
"Gas Guzzlers Extreme: Full Metal Zombie";"0";;;;;;;;;;
"Gas Guzzlers Extreme: Full Metal Frenzy";"0";;;;;;;;;;
"Gary Grigsby's World at War: A World Divided";"0";;;;;;;;;;
"Gary Grigsby's World at War";"1";"Gary Grigsby's War in the East";;;;;;;;;
"Gary Grigsby's War in the East: The German-Soviet War 1941-1945";"0";;;;;;;;;;
"Gary Grigsby's War in the East: Don to the Danube";"1";"Gary Grigsby's War in the East";;;;;;;;;
"Gary Grigsby's War Between the States";"1";"Gary Grigsby's War in the East";;;;;;;;;
"Gary Grigsby's Eagle Day to Bombing of the Reich";"0";;;;;;;;;;
"Garvest Boon";"0";;;;;;;;;;
"Garfield: A Tale of Two Kitties";"0";;;;;;;;;;
"Garfield's Mad about Cats";"0";;;;;;;;;;
"Garfield";"0";;;;;;;;;;
"Gardenscapes";"0";;;;;;;;;;
"Gardens Inc. - From Rakes to Riches";"1";"Gardens Inc. – From Rakes to Riches";;;;;;;;;
"Garden Party World";"0";;;;;;;;;;
"Garden Gnome Carnage";"0";;;;;;;;;;
"Garden Dreams";"1";"Keen Dreams";;;;;;;;;
"Garden Defense";"1";"HERO DEFENSE";;;;;;;;;
"Garage: Bad Dream Adventure";"0";;;;;;;;;;
"Gangsters 2: Vendetta";"0";;;;;;;;;;
"Gangsters";"1";"Vangers";;;;;;;;;
"Gangs";"0";;;;;;;;;;
"Gangland";"1";"Hardland";;;;;;;;;
"Games4Girls Collection 2";"0";;;;;;;;;;
"Games 4 Girls: Collection 2";"0";;;;;;;;;;
"Gamer Pack";"0";;;;;;;;;;
"GameHouse Sudoku!";"0";;;;;;;;;;
"Gamebook Adventures 7: Temple of the Spider God";"0";;;;;;;;;;
"Gamebook Adventures 6: The Wizard from Tarnath Tor";"0";;;;;;;;;;
"Gamebook Adventures 5: Catacombs of the Undercity";"0";;;;;;;;;;
"Gamebook Adventures 4: Revenant Rising";"0";;;;;;;;;;
"Gamebook Adventures 3: Slaves of Rema";"0";;;;;;;;;;
"Gamebook Adventures 2: Siege of the Necromancer";"0";;;;;;;;;;
"Gamebook Adventures 1: An Assassin in Orlandes";"0";;;;;;;;;;
"Game, Net & Match!";"0";;;;;;;;;;
"Game Tycoon";"2";"Mad Games Tycoon";"Fish Tycoon";;;;;;;;
"Game Room";"0";;;;;;;;;;
"Game Room";"0";;;;;;;;;;
"Game of Thrones: Episode Two - The Lost Lords";"0";;;;;;;;;;
"Game of Thrones: Episode Three - The Sword in the Darkness";"0";;;;;;;;;;
"Game of Thrones: Episode Six - The Ice Dragon";"0";;;;;;;;;;
"Game of Thrones: Episode One - Iron From Ice";"0";;;;;;;;;;
"Game of Thrones: Episode Four - Sons of Winter";"0";;;;;;;;;;
"Game of Thrones: Episode Five - A Nest of Vipers";"0";;;;;;;;;;
"Galaxy On Fire 2 Full HD";"1";"Galaxy on Fire 2™ Full HD";;;;;;;;;
"Galaxy of Word Games";"0";;;;;;;;;;
"Galaxy of Trian";"0";;;;;;;;;;
"Galaxy of Sports";"0";;;;;;;;;;
"Galaxy of Games: Green Edition";"0";;;;;;;;;;
"Galaxy of Games 50000";"0";;;;;;;;;;
"Galaxy of Games 5000";"0";;;;;;;;;;
"Galaxy of Games 350";"0";;;;;;;;;;
"Galaxy of Games 3001";"0";;;;;;;;;;
"Galaxy of Games 201";"0";;;;;;;;;;
"Galaxy of Games 1500";"0";;;;;;;;;;
"Galaxy of Card Games";"0";;;;;;;;;;
"Galaxy in eclipse";"0";;;;;;;;;;
"Galaxy Force II";"0";;;;;;;;;;
"Galaxy Commando";"0";;;;;;;;;;
"Galatron";"0";;;;;;;;;;
"Galapagos: Mendel's Escape";"0";;;;;;;;;;
"Galapago";"0";;;;;;;;;;
"Galak-Z: The Void";"0";;;;;;;;;;
"Galak-Z: The Dimensional";"0";;;;;;;;;;
"Galagan's Island";"0";;;;;;;;;;
"Galaga: Destination Earth";"0";;;;;;;;;;
"Galactic Reign";"0";;;;;;;;;;
"Galactic Landing";"0";;;;;;;;;;
"Galactic Hitman";"0";;;;;;;;;;
"Galactic Federation";"0";;;;;;;;;;
"Galactic Elite";"0";;;;;;;;;;
"Galactic Dream: Rage of War";"0";;;;;;;;;;
"Galactic Command: Echo Squad";"0";;;;;;;;;;
"Galactic Civilizations: Deluxe Edition";"2";"Galactic Civilizations® I: Ultimate Edition";"Galactic Civilizations® II: Ultimate Edition";;;;;;;;
"Galactic Civilizations: Altarian Prophecy";"0";;;;;;;;;;
"Galactic Civilizations III: Mercenaries";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations II: Ultimate Edition";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations II: Twilight of the Arnor";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations II: Dread Lords Gold Edition";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations II: Dread Lords";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations II: Dark Avatar";"2";"Galactic Civilizations® II: Ultimate Edition";"Galactic Civilizations® I: Ultimate Edition";;;;;;;;
"Galactic Civilizations I: Ultimate Edition";"2";"Galactic Civilizations® I: Ultimate Edition";"Galactic Civilizations® II: Ultimate Edition";;;;;;;;
"Galactic Civilizations";"1";"Idle Civilization";;;;;;;;;
"Galactic Assault: Prisoner of Power";"0";;;;;;;;;;
"Galactic Adventures";"1";"SPORE™ Galactic Adventures";;;;;;;;;
"Gain Ground";"0";;;;;;;;;;
"Gaia PC Jigsaw Puzzle 2";"0";;;;;;;;;;
"Gaia Online MMO";"0";;;;;;;;;;
"GAIA";"0";;;;;;;;;;
"Gahkthun of the Golden Lightning Steam Edition";"0";;;;;;;;;;
"Gabriel Knight: Sins of the Fathers";"1";"Gabriel Knight: Sins of the Father®";;;;;;;;;
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned";"1";"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned";;;;;;;;;
"GabCab";"0";;;;;;;;;;
"G.R.U.N.T.S.";"0";;;;;;;;;;
"G.I. Combat";"1";"NS2: Combat";;;;;;;;;
"G.H.O.S.T. Hunters: The Haunting of Majesty Manor";"0";;;;;;;;;;
"G.H.O.S.T Chronicles: Phantom of the Renaissance Faire";"0";;;;;;;;;;
"G-Police";"0";;;;;;;;;;
"G-NOME";"0";;;;;;;;;;
"G-Force";"0";;;;;;;;;;
"FX Futbol 2.0";"0";;;;;;;;;;
"FX Futbol";"0";;;;;;;;;;
"FX Football - The Manager for Every Football Fan";"0";;;;;;;;;;
"FX Football - The Manager for Every Football Fan";"0";;;;;;;;;;
"FX Fighter Turbo";"0";;;;;;;;;;
"Fuzzee Fever";"0";;;;;;;;;;
"Futuridium EP";"1";"Futuridium EP Deluxe";;;;;;;;;
"futureU: The Prep Game for SAT";"0";;;;;;;;;;
"Future Force Company Commander";"0";;;;;;;;;;
"FusionFall Heroes";"0";;;;;;;;;;
"Fury";"0";;;;;;;;;;
"Furry 2 Ultimate";"1";"Tetris® Ultimate";;;;;;;;;
"Furious Angels";"0";;;;;;;;;;
"FuriFure 2";"0";;;;;;;;;;
"Furcadia";"1";"ArcaniA";;;;;;;;;
"Fur Fighters";"0";;;;;;;;;;
"Fur and the Beast";"0";;;;;;;;;;
"FunPack 3D";"0";;;;;;;;;;
"Funny Faces";"0";;;;;;;;;;
"Funky Farm Thanksgiving Edition";"0";;;;;;;;;;
"Funky Farm 2: Farm Fresh";"0";;;;;;;;;;
"Funky Farm";"0";;;;;;;;;;
"Fulmination";"0";;;;;;;;;;
"FullBlast";"0";;;;;;;;;;
"Full Tilt! 2 Pinball";"0";;;;;;;;;;
"Full Throttle";"0";;;;;;;;;;
"Full Strength Strongman Competition";"0";;;;;;;;;;
"Full Pipe";"0";;;;;;;;;;
"Fuel";"0";;;;;;;;;;
"FTL: Advanced Edition";"1";"Redout: Enhanced Edition";;;;;;;;;
"FScene X";"0";;;;;;;;;;
"FS Flight Ventures";"0";;;;;;;;;;
"Fruit on Rails";"0";;;;;;;;;;
"Frozen Synapse: Red";"0";;;;;;;;;;
"Frozen Nightmare";"0";;;;;;;;;;
"Frozen Hope Deluxe Triple Pack";"0";;;;;;;;;;
"Frozen Hearth";"1";"Stonehearth";;;;;;;;;
"Frozen Drift Race";"0";;;;;;;;;;
"Frontlines: Fuel of War";"1";"Frontlines™: Fuel of War™";;;;;;;;;
"Frontline: Longest Day";"0";;;;;;;;;;
"Frontline: Fields of Thunder";"0";;;;;;;;;;
"Front Page Sports: Trophy Rivers";"0";;;;;;;;;;
"Front Page Sports: Ski Racing";"0";;;;;;;;;;
"Front Page Sports: Golf";"0";;;;;;;;;;
"Front Page Sports: Football Pro '98";"0";;;;;;;;;;
"Front Page Sports: Football Pro '97";"0";;;;;;;;;;
"Front Page Sports: Baseball Pro '98";"0";;;;;;;;;;
"Front Page Sports: Baseball Pro '96 Season";"0";;;;;;;;;;
"Front Office Football: The College Years";"0";;;;;;;;;;
"Front Office Football 2004";"0";;;;;;;;;;
"Front Office Football 2001";"0";;;;;;;;;;
"FromPulse";"0";;;;;;;;;;
"From Shadows";"0";;;;;;;;;;
"From Dusk Till Dawn";"0";;;;;;;;;;
"Frogger: The Great Quest";"0";;;;;;;;;;
"Frogger's Adventures: The Rescue";"0";;;;;;;;;;
"Frogger Beyond";"0";;;;;;;;;;
"Frogger 2: Swampy's Revenge";"0";;;;;;;;;;
"Frogger";"0";;;;;;;;;;
"Frogatto & Friends";"0";;;;;;;;;;
"Frog Hop";"0";;;;;;;;;;
"Frog Fractions 2";"0";;;;;;;;;;
"Fritz Chess: The Ultimate Chess Game";"0";;;;;;;;;;
"Fritz Chess 13";"0";;;;;;;;;;
"Fritz 9: Play Chess";"0";;;;;;;;;;
"Fritz 8 Deluxe";"0";;;;;;;;;;
"Fritz & Chesster's Chess Complete";"0";;;;;;;;;;
"Frip and Froop's Logical Labyrinth";"0";;;;;;;;;;
"Fringes of the Empire";"0";;;;;;;;;;
"FriendShip";"0";;;;;;;;;;
"Friends: The One with All the Trivia";"0";;;;;;;;;;
"Friday Night 3D Pool";"0";;;;;;;;;;
"Friday Night 3D Darts";"0";;;;;;;;;;
"Friday Night 3D Bowling";"0";;;;;;;;;;
"Frets on Fire";"0";;;;;;;;;;
"Frequent Flyer";"0";;;;;;;;;;
"fren-ze";"0";;;;;;;;;;
"Freeze Tag Fun Pack #2";"0";;;;;;;;;;
"Freeze Tag Fun Pack #1";"0";;;;;;;;;;
"FreeStyle Street Basketball";"0";;;;;;;;;;
"FreeRoamer";"0";;;;;;;;;;
"Freelancer";"0";;;;;;;;;;
"FreeHolder";"0";;;;;;;;;;
"Freedom: First Resistance";"0";;;;;;;;;;
"Freedom Poopie";"0";;;;;;;;;;
"Freedom Locomotion VR";"0";;;;;;;;;;
"Freedom Force vs The 3rd Reich";"1";"Freedom Force vs. the Third Reich";;;;;;;;;
"Freedom Fighters";"0";;;;;;;;;;
"Free Solitaire";"0";;;;;;;;;;
"Free Realms";"0";;;;;;;;;;
"Free Friends";"0";;;;;;;;;;
"Free Enterprise";"0";;;;;;;;;;
"Free Balling";"0";;;;;;;;;;
"Frederic Resurrection of Music";"0";;;;;;;;;;
"Freaky Creatures";"0";;;;;;;;;;
"Freaky Adventures";"0";;;;;;;;;;
"Freak Out: Extreme Freeride";"1";"FreakOut: Extreme Freeride";;;;;;;;;
"Fray";"0";;;;;;;;;;
"Frantic Freighter";"0";;;;;;;;;;
"Franklin the Turtle: After School";"0";;;;;;;;;;
"Frank Thomas Big Hurt Baseball";"0";;;;;;;;;;
"Frank Herbert's Dune";"0";;;;;;;;;;
"Francy Droo and the Mystery of the Missing Mother-in-Law";"0";;;;;;;;;;
"Franchise Hockey Manager 2014";"0";;;;;;;;;;
"Framed Wings";"0";;;;;;;;;;
"Fragmental";"1";"Fragmented";;;;;;;;;
"Fragile Soul";"0";;;;;;;;;;
"Fragile Ball";"0";;;;;;;;;;
"Fractal";"1";"Fractasia";;;;;;;;;
"FPS Creator Reloaded";"0";;;;;;;;;;
"FPS Creator";"1";"RTS Creator";;;;;;;;;
"Fox Sports Soccer '99";"0";;;;;;;;;;
"Fox Sports Golf '99";"0";;;;;;;;;;
"Fox Hunt";"0";;;;;;;;;;
"Fourtex Jugo";"0";;;;;;;;;;
"FourChords Guitar Karaoke";"0";;;;;;;;;;
"Four Seasons";"0";;;;;;;;;;
"Four Realms";"0";;;;;;;;;;
"Four Houses";"0";;;;;;;;;;
"Forza Motorsport 6: Apex";"0";;;;;;;;;;
"Forza Horizon 3: Blizzard Mountain";"0";;;;;;;;;;
"Forza Horizon 3";"0";;;;;;;;;;
"Fortune's Tavern - The Fantasy Tavern Simulator";"1";"Moonstone Tavern - A Fantasy Tavern Sim!";;;;;;;;;
"Fortune Winds: Ancient Trader";"0";;;;;;;;;;
"Fortune Summoners: Secret of the Elemental Stone";"0";;;;;;;;;;
"Fortress Europe";"0";;;;;;;;;;
"Fortis Rex: Rise of the King";"0";;;;;;;;;;
"Fortify Special Edition";"3";"OMSI 2: Steam Edition";"TRIP Steam Edition";"Jade Empire™: Special Edition";;;;;;;
"Fortify (RTK Entertainment)";"0";;;;;;;;;;
"Fortify (Holgersson Entertainment)";"0";;;;;;;;;;
"Fort Zombie";"0";;;;;;;;;;
"Forsaken World: War of Shadows";"0";;;;;;;;;;
"Forsaken World: Nightfall";"0";;;;;;;;;;
"Forsaken World: Blood Harvest";"0";;;;;;;;;;
"Forsaken Uprising";"0";;;;;;;;;;
"Forsaken";"0";;;;;;;;;;
"FormulaNext";"0";;;;;;;;;;
"Formula 1";"0";;;;;;;;;;
"Fork Truck Challenge";"0";;;;;;;;;;
"Forgotten Riddles: The Moonlight Sonatas";"0";;;;;;;;;;
"Forgotten Riddles - The Mayan Princess";"0";;;;;;;;;;
"Forgotten Realms: Demon Stone";"0";;;;;;;;;;
"Forgotten Lands: First Colony";"0";;;;;;;;;;
"Forgotten Hope";"0";;;;;;;;;;
"Forget Me Not Annie";"0";;;;;;;;;;
"Forge: Ymil's Revenge";"0";;;;;;;;;;
"Forge of Gods";"1";"Forge of Gods (RPG)";;;;;;;;;
"Forge of Freedom";"1";"Project Freedom";;;;;;;;;
"Forge of Empires";"1";"Oriental Empires";;;;;;;;;
"Forge";"0";;;;;;;;;;
"Forever Worlds - Enter the Unknown";"0";;;;;;;;;;
"Forest Legends: The Call of Love";"0";;;;;;;;;;
"Forest hunter";"0";;;;;;;;;;
"Ford Racing 2";"0";;;;;;;;;;
"Ford Racing";"1";"Ford Street Racing";;;;;;;;;
"Ford Bold Moves Street Racing";"1";"Ford Street Racing";;;;;;;;;
"Forceline";"0";;;;;;;;;;
"FORCED SHOWDOWN - Drone Invasion";"0";;;;;;;;;;
"Forced Alliance";"0";;;;;;;;;;
"FORCED";"0";;;;;;;;;;
"Force 21";"0";;;;;;;;;;
"Forbidden Souls 7 Pack";"0";;;;;;;;;;
"Forbidden Secrets: Alien Town";"0";;;;;;;;;;
"Forbes Corporate Warrior";"0";;;;;;;;;;
"For Liberty!";"0";;;;;;;;;;
"For Honor";"1";"FOR HONOR™";;;;;;;;;
"FootRock VR";"0";;;;;;;;;;
"Football VR";"0";;;;;;;;;;
"Football SuperStars";"0";;;;;;;;;;
"Football Mogul 2009";"1";"Football Manager 2008";;;;;;;;;
"Football Mogul 2008";"1";"Football Manager 2008";;;;;;;;;
"Football Mogul 2007";"1";"Football Manager 2008";;;;;;;;;
"Football Mogul 2003";"1";"Football Manager 2008";;;;;;;;;
"Football Manager Touch 2017";"1";"Football Manager 2008";;;;;;;;;
"Football Manager Touch 2016";"1";"Football Manager 2008";;;;;;;;;
"Football Manager Live";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2017";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2016";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2015";"2";"Football Manager 2008";"Pro Cycling Manager 2015";;;;;;;;
"Football Manager 2014";"2";"Football Manager 2008";"Pro Cycling Manager 2014";;;;;;;;
"Football Manager 2013";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2012";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2011";"1";"Football Manager 2008";;;;;;;;;
"Football Manager 2010";"1";"Football Manager 2008";;;;;;;;;
"Football Live";"1";"Football Tactics";;;;;;;;;
"Football Director";"0";;;;;;;;;;
"FNaF World";"0";;;;;;;;;;
"Flying Red Barrel";"0";;;;;;;;;;
"Flying Range II: Long Way Home";"0";;;;;;;;;;
"Flying Heroes";"0";;;;;;;;;;
"Flying Club X";"0";;;;;;;;;;
"Flying Baron 1916";"0";;;;;;;;;;
"Flyff Gold";"1";"Falcon Gold";;;;;;;;;
"Flyboys Squadron";"0";;;;;;;;;;
"Flyborg";"0";;;;;;;;;;
"Fly! II";"0";;;;;;;;;;
"Fly! 2K";"0";;;;;;;;;;
"Fly!";"0";;;;;;;;;;
"Fly to KUMA MAKER";"0";;;;;;;;;;
"Fly the Boeing 787 Dreamliner";"0";;;;;;;;;;
